target_transcript_id,partner_transcript_id,or_threshold_target,or_threshold_partner,and_threshold
ENST00000359751.8,ENST00000347609.8,-3.3076,-9.9658,10.913053000438019
ENST00000359751.8,ENST00000264036.5,-3.3076,7.9453,0.8152872124284277
ENST00000359751.8,ENST00000421350.1,-3.3076,3.1261,0.7490894277772453
ENST00000359751.8,ENST00000252229.6,-3.3076,1.2636,0.24190676749306025
ENST00000359751.8,ENST00000569591.2,-3.3076,6.4978,0.8567887234800037
ENST00000359751.8,ENST00000382862.7,-3.3076,3.1228,0.7971410338225908
ENST00000359751.8,ENST00000296474.7,-3.3076,1.6604,0.7863976508477787
ENST00000359751.8,ENST00000478191.1,-3.3076,-3.458,12.721215215726321
ENST00000359751.8,ENST00000306151.8,-3.3076,-9.9658,5.914421364985163
ENST00000359751.8,ENST00000316851.11,-3.3076,6.139,0.8924391981276076
ENST00000359751.8,ENST00000263388.6,-3.3076,6.1645,0.8533715409000928
ENST00000359751.8,ENST00000328963.9,-3.3076,4.4647,0.6274876321115358
ENST00000359751.8,ENST00000261799.8,-3.3076,7.4625,0.8789235027383546
ENST00000359751.8,ENST00000221264.8,-3.3076,1.4065,0.5028242528242528
ENST00000359751.8,ENST00000379440.8,-3.3076,6.4281,0.8360994771207825
ENST00000359751.8,ENST00000447510.6,-3.3076,2.7029,0.9254922102379729
ENST00000359751.8,ENST00000292513.3,-3.3076,4.7819,0.996187658847548
ENST00000359751.8,ENST00000245457.5,-3.3076,3.3321,0.823147233201581
ENST00000359751.8,ENST00000348564.10,-3.3076,6.5905,0.8992113736833487
ENST00000359751.8,ENST00000460933.5,-3.3076,4.783,0.9072974562285412
ENST00000359751.8,ENST00000368055.1,-3.3076,-1.685,11.244273947873182
ENST00000359751.8,ENST00000359331.8,-3.3076,1.8078,0.5519662921348315
ENST00000359751.8,ENST00000400906.1,-3.3076,-3.816,4.997392438070404
ENST00000359751.8,ENST00000269187.9,-3.3076,4.839,0.8223438243491266
ENST00000359751.8,ENST00000280612.9,-3.3076,3.3675,0.7520602094825469
ENST00000359751.8,ENST00000336904.7,-3.3076,5.8748,0.8409992126547849
ENST00000359751.8,ENST00000256637.7,-3.3076,5.9821,0.7892264865364065
ENST00000359751.8,ENST00000287908.7,-3.3076,3.0602,0.7038664121259517
ENST00000359751.8,ENST00000360110.8,-3.3076,5.5717,0.8320937873357229
ENST00000359751.8,ENST00000284240.9,-3.3076,8.0469,0.9061926373044744
ENST00000359751.8,ENST00000383671.7,-3.3076,2.0147,0.6921227111889793
ENST00000359751.8,ENST00000272771.9,-3.3076,4.5748,0.829925802296682
ENST00000359751.8,ENST00000276431.8,-3.3076,5.2064,0.8557949931784933
ENST00000359751.8,ENST00000326577.8,-3.3076,7.2524,0.8108857532592411
ENST00000359751.8,ENST00000328596.10,-3.3076,-0.7108,-0.4341028459753268
ENST00000359751.8,ENST00000379236.3,-3.3076,4.1036,0.766440671634822
ENST00000359751.8,ENST00000372276.7,-3.3076,3.4765,0.6867431799774807
ENST00000359751.8,ENST00000293825.10,-3.3076,5.8543,0.9275167147248011
ENST00000359751.8,ENST00000367351.3,-3.3076,3.0038,0.7763763246316878
ENST00000359751.8,ENST00000302273.2,-3.3076,-9.9658,5.914421364985163
ENST00000359751.8,ENST00000328189.7,-3.3076,2.1862,0.6684196043660378
ENST00000344849.4,ENST00000357639.7,5.6619,1.6327,0.5090209997042295
ENST00000344849.4,ENST00000244869.2,5.6619,3.3206,0.6822932071379277
ENST00000344849.4,ENST00000334047.11,5.6619,6.9765,0.775549129391497
ENST00000344849.4,ENST00000369168.4,5.6619,3.0199,0.5239164100154862
ENST00000344849.4,ENST00000336553.10,5.6619,-1.6394,-0.9195647296387706
ENST00000344849.4,ENST00000292408.8,5.6619,6.7757,0.8500244791383343
ENST00000344849.4,ENST00000282397.8,5.6619,4.812,0.7629597403032026
ENST00000344849.4,ENST00000241453.11,5.6619,3.4464,0.28310164645568375
ENST00000344849.4,ENST00000229030.4,5.6619,0.679,0.34004407051282054
ENST00000344849.4,ENST00000286201.2,5.6619,5.579,0.6020831069649037
ENST00000344849.4,ENST00000355422.10,5.6619,-1.9379,-4.357769282662469
ENST00000344849.4,ENST00000382487.4,5.6619,-3.1714,0.930346051464064
ENST00000344849.4,ENST00000228887.5,5.6619,-1.2828,-2.0259001895135818
ENST00000344849.4,ENST00000339252.7,5.6619,-0.5543,-395.92857142857144
ENST00000344849.4,ENST00000376802.2,5.6619,2.0844,0.28267650329545146
ENST00000344849.4,ENST00000374982.5,5.6619,3.9108,0.628043881081613
ENST00000344849.4,ENST00000360004.5,5.6619,10.1602,0.8407933221597819
ENST00000344849.4,ENST00000268035.10,5.6619,3.0688,0.806927601958658
ENST00000344849.4,ENST00000256876.10,5.6619,0.2998,0.1520900974025974
ENST00000344849.4,ENST00000303115.7,5.6619,6.8912,0.7980051924151303
ENST00000344849.4,ENST00000369304.7,5.6619,3.0305,0.7624247091504167
ENST00000344849.4,ENST00000262407.5,5.6619,4.3017,0.7449472542640245
ENST00000344849.4,ENST00000263087.8,5.6619,2.5288,0.6314864109895166
ENST00000344849.4,ENST00000302278.7,5.6619,8.4338,0.8719313812481515
ENST00000344849.4,ENST00000296181.8,5.6619,6.086,0.7826962844373291
ENST00000344849.4,ENST00000222573.4,5.6619,4.0935,0.6273127608531336
ENST00000344849.4,ENST00000263923.4,5.6619,5.6832,0.8267315441344181
ENST00000344849.4,ENST00000332556.4,5.6619,7.9342,0.8885822196397444
ENST00000344849.4,ENST00000347609.8,5.6619,-9.9658,0.930346051464064
ENST00000344849.4,ENST00000264036.5,5.6619,7.9453,0.7880333285447494
ENST00000344849.4,ENST00000421350.1,5.6619,3.1261,0.6956771781846066
ENST00000344849.4,ENST00000252229.6,5.6619,1.2636,0.24190676749306025
ENST00000344849.4,ENST00000569591.2,5.6619,6.4978,0.7790714540012396
ENST00000344849.4,ENST00000382862.7,5.6619,3.1228,0.7054499042756859
ENST00000344849.4,ENST00000296474.7,5.6619,1.6604,0.7133491077590458
ENST00000344849.4,ENST00000478191.1,5.6619,-3.458,0.930346051464064
ENST00000344849.4,ENST00000306151.8,5.6619,-9.9658,0.930346051464064
ENST00000344849.4,ENST00000316851.11,5.6619,6.139,0.5102269258166277
ENST00000344849.4,ENST00000263388.6,5.6619,6.1645,0.8240652297299168
ENST00000344849.4,ENST00000328963.9,5.6619,4.4647,0.5351219923543963
ENST00000344849.4,ENST00000261799.8,5.6619,7.4625,0.8415758789235027
ENST00000344849.4,ENST00000221264.8,5.6619,1.4065,0.5028242528242528
ENST00000344849.4,ENST00000379440.8,5.6619,6.4281,0.5658582273489107
ENST00000344849.4,ENST00000447510.6,5.6619,2.7029,0.6148904006046864
ENST00000344849.4,ENST00000292513.3,5.6619,4.7819,0.6273127608531336
ENST00000344849.4,ENST00000245457.5,5.6619,3.3321,0.760647233201581
ENST00000344849.4,ENST00000348564.10,5.6619,6.5905,0.8259883663610372
ENST00000344849.4,ENST00000460933.5,5.6619,4.783,0.8481704194092988
ENST00000344849.4,ENST00000368055.1,5.6619,-1.685,0.930346051464064
ENST00000344849.4,ENST00000359331.8,5.6619,1.8078,0.5519662921348315
ENST00000344849.4,ENST00000400906.1,5.6619,-3.816,0.930346051464064
ENST00000344849.4,ENST00000269187.9,5.6619,4.839,0.6757698320984297
ENST00000344849.4,ENST00000280612.9,5.6619,3.3675,0.5499028519105791
ENST00000344849.4,ENST00000336904.7,5.6619,5.8748,0.3269085411942555
ENST00000344849.4,ENST00000256637.7,5.6619,5.9821,0.7240392099951186
ENST00000344849.4,ENST00000287908.7,5.6619,3.0602,0.6752075810198496
ENST00000344849.4,ENST00000360110.8,5.6619,5.5717,0.7420250896057349
ENST00000344849.4,ENST00000284240.9,5.6619,8.0469,0.6504690368134777
ENST00000344849.4,ENST00000383671.7,5.6619,2.0147,0.5797176131093477
ENST00000344849.4,ENST00000272771.9,5.6619,4.5748,0.3292911367445529
ENST00000344849.4,ENST00000276431.8,5.6619,5.2064,0.7877189523152257
ENST00000344849.4,ENST00000326577.8,5.6619,7.2524,0.7938808373590983
ENST00000344849.4,ENST00000328596.10,5.6619,-0.7108,-0.4341028459753268
ENST00000344849.4,ENST00000379236.3,5.6619,4.1036,0.7025270353560823
ENST00000344849.4,ENST00000372276.7,5.6619,3.4765,0.6510676965015902
ENST00000344849.4,ENST00000293825.10,5.6619,5.8543,0.867938479739722
ENST00000344849.4,ENST00000367351.3,5.6619,3.0038,0.7573016283277333
ENST00000344849.4,ENST00000302273.2,5.6619,-9.9658,0.930346051464064
ENST00000344849.4,ENST00000328189.7,5.6619,2.1862,0.6006605540767032
ENST00000357639.7,ENST00000244869.2,1.6327,3.3206,-0.06360240223199509
ENST00000357639.7,ENST00000334047.11,1.6327,6.9765,0.40808466129329973
ENST00000357639.7,ENST00000369168.4,1.6327,3.0199,0.017226079239964505
ENST00000357639.7,ENST00000336553.10,1.6327,-1.6394,-1.3364543434056841
ENST00000357639.7,ENST00000292408.8,1.6327,6.7757,0.6677070033574503
ENST00000357639.7,ENST00000282397.8,1.6327,4.812,0.6064388742009973
ENST00000357639.7,ENST00000241453.11,1.6327,3.4464,0.14634652069337314
ENST00000357639.7,ENST00000229030.4,1.6327,0.679,-0.19534685771031354
ENST00000357639.7,ENST00000286201.2,1.6327,5.579,0.49795880353289973
ENST00000357639.7,ENST00000355422.10,1.6327,-1.9379,-4.6163705869125256
ENST00000357639.7,ENST00000382487.4,1.6327,-3.1714,0.7720716886556013
ENST00000357639.7,ENST00000228887.5,1.6327,-1.2828,-2.2591598231206573
ENST00000357639.7,ENST00000339252.7,1.6327,-0.5543,-395.92857142857144
ENST00000357639.7,ENST00000376802.2,1.6327,2.0844,-0.27218990873409943
ENST00000357639.7,ENST00000374982.5,1.6327,3.9108,0.08144892838987915
ENST00000357639.7,ENST00000360004.5,1.6327,10.1602,0.5625857095569111
ENST00000357639.7,ENST00000268035.10,1.6327,3.0688,0.6677070033574503
ENST00000357639.7,ENST00000256876.10,1.6327,0.2998,-0.6331676136363635
ENST00000357639.7,ENST00000303115.7,1.6327,6.8912,0.0884136032075745
ENST00000357639.7,ENST00000369304.7,1.6327,3.0305,-0.09424504657871094
ENST00000357639.7,ENST00000262407.5,1.6327,4.3017,0.027427058211566654
ENST00000357639.7,ENST00000263087.8,1.6327,2.5288,-0.07580100462581946
ENST00000357639.7,ENST00000302278.7,1.6327,8.4338,0.6518729908810602
ENST00000357639.7,ENST00000296181.8,1.6327,6.086,0.6384630778467081
ENST00000357639.7,ENST00000222573.4,1.6327,4.0935,0.6616707616707617
ENST00000357639.7,ENST00000263923.4,1.6327,5.6832,0.5300083631110772
ENST00000357639.7,ENST00000332556.4,1.6327,7.9342,0.7519742753109189
ENST00000357639.7,ENST00000347609.8,1.6327,-9.9658,0.7720716886556013
ENST00000357639.7,ENST00000264036.5,1.6327,7.9453,0.3624154726438738
ENST00000357639.7,ENST00000421350.1,1.6327,3.1261,0.13060954272473638
ENST00000357639.7,ENST00000252229.6,1.6327,1.2636,0.03400019144251939
ENST00000357639.7,ENST00000569591.2,1.6327,6.4978,0.3624154726438738
ENST00000357639.7,ENST00000382862.7,1.6327,3.1228,-0.09424504657871094
ENST00000357639.7,ENST00000296474.7,1.6327,1.6604,-0.09424504657871094
ENST00000357639.7,ENST00000478191.1,1.6327,-3.458,0.7720716886556013
ENST00000357639.7,ENST00000306151.8,1.6327,-9.9658,0.7720716886556013
ENST00000357639.7,ENST00000316851.11,1.6327,6.139,0.027427058211566654
ENST00000357639.7,ENST00000263388.6,1.6327,6.1645,0.44366460401179453
ENST00000357639.7,ENST00000328963.9,1.6327,4.4647,0.07408084101641557
ENST00000357639.7,ENST00000261799.8,1.6327,7.4625,0.5791178375831811
ENST00000357639.7,ENST00000221264.8,1.6327,1.4065,-0.1599754102236724
ENST00000357639.7,ENST00000379440.8,1.6327,6.4281,0.3337589256159266
ENST00000357639.7,ENST00000447510.6,1.6327,2.7029,0.3624154726438738
ENST00000357639.7,ENST00000292513.3,1.6327,4.7819,0.4619599183367359
ENST00000357639.7,ENST00000245457.5,1.6327,3.3321,0.3624154726438738
ENST00000357639.7,ENST00000348564.10,1.6327,6.5905,0.28532445560224856
ENST00000357639.7,ENST00000460933.5,1.6327,4.783,0.6326232524612554
ENST00000357639.7,ENST00000368055.1,1.6327,-1.685,0.7720716886556013
ENST00000357639.7,ENST00000359331.8,1.6327,1.8078,-0.11812550243533362
ENST00000357639.7,ENST00000400906.1,1.6327,-3.816,0.7720716886556013
ENST00000357639.7,ENST00000269187.9,1.6327,4.839,0.6253842152551189
ENST00000357639.7,ENST00000280612.9,1.6327,3.3675,-0.00614744408190287
ENST00000357639.7,ENST00000336904.7,1.6327,5.8748,0.027427058211566654
ENST00000357639.7,ENST00000256637.7,1.6327,5.9821,0.45328970803593815
ENST00000357639.7,ENST00000287908.7,1.6327,3.0602,-0.11812550243533362
ENST00000357639.7,ENST00000360110.8,1.6327,5.5717,0.3704450418160096
ENST00000357639.7,ENST00000284240.9,1.6327,8.0469,0.607022601605874
ENST00000357639.7,ENST00000383671.7,1.6327,2.0147,-0.06360240223199509
ENST00000357639.7,ENST00000272771.9,1.6327,4.5748,0.027427058211566654
ENST00000357639.7,ENST00000276431.8,1.6327,5.2064,0.5974489208869602
ENST00000357639.7,ENST00000326577.8,1.6327,7.2524,0.6677070033574503
ENST00000357639.7,ENST00000328596.10,1.6327,-0.7108,-0.5902019198940748
ENST00000357639.7,ENST00000379236.3,1.6327,4.1036,0.15703853121906577
ENST00000357639.7,ENST00000372276.7,1.6327,3.4765,0.06834837919522746
ENST00000357639.7,ENST00000293825.10,1.6327,5.8543,0.7232485186476124
ENST00000357639.7,ENST00000367351.3,1.6327,3.0038,0.039260790902041875
ENST00000357639.7,ENST00000302273.2,1.6327,-9.9658,0.7720716886556013
ENST00000357639.7,ENST00000328189.7,1.6327,2.1862,0.264377656159232
ENST00000244869.2,ENST00000334047.11,3.3206,6.9765,0.6991693841137021
ENST00000244869.2,ENST00000369168.4,3.3206,3.0199,0.3662194846096292
ENST00000244869.2,ENST00000336553.10,3.3206,-1.6394,-0.9195647296387706
ENST00000244869.2,ENST00000292408.8,3.3206,6.7757,0.7019808336008071
ENST00000244869.2,ENST00000282397.8,3.3206,4.812,0.5838827348482313
ENST00000244869.2,ENST00000241453.11,3.3206,3.4464,0.17265903624450527
ENST00000244869.2,ENST00000229030.4,3.3206,0.679,0.15014022435897437
ENST00000244869.2,ENST00000286201.2,3.3206,5.579,0.4174751253434332
ENST00000244869.2,ENST00000355422.10,3.3206,-1.9379,-4.357769282662469
ENST00000244869.2,ENST00000382487.4,3.3206,-3.1714,0.7612912100508965
ENST00000244869.2,ENST00000228887.5,3.3206,-1.2828,-2.0259001895135818
ENST00000244869.2,ENST00000339252.7,3.3206,-0.5543,-395.92857142857144
ENST00000244869.2,ENST00000376802.2,3.3206,2.0844,0.07815508964170442
ENST00000244869.2,ENST00000374982.5,3.3206,3.9108,0.4607185609104177
ENST00000244869.2,ENST00000360004.5,3.3206,10.1602,0.7429272318767481
ENST00000244869.2,ENST00000268035.10,3.3206,3.0688,0.6352680161056178
ENST00000244869.2,ENST00000256876.10,3.3206,0.2998,0.11153652161951488
ENST00000244869.2,ENST00000303115.7,3.3206,6.8912,0.649171537606879
ENST00000244869.2,ENST00000369304.7,3.3206,3.0305,0.4798261778376743
ENST00000244869.2,ENST00000262407.5,3.3206,4.3017,0.48936218992159203
ENST00000244869.2,ENST00000263087.8,3.3206,2.5288,0.477622953145841
ENST00000244869.2,ENST00000302278.7,3.3206,8.4338,0.7612912100508965
ENST00000244869.2,ENST00000296181.8,3.3206,6.086,0.677780001334134
ENST00000244869.2,ENST00000222573.4,3.3206,4.0935,0.4583632583632583
ENST00000244869.2,ENST00000263923.4,3.3206,5.6832,0.6675739375047517
ENST00000244869.2,ENST00000332556.4,3.3206,7.9342,0.7612912100508965
ENST00000244869.2,ENST00000347609.8,3.3206,-9.9658,0.7612912100508965
ENST00000244869.2,ENST00000264036.5,3.3206,7.9453,0.7117474437158972
ENST00000244869.2,ENST00000421350.1,3.3206,3.1261,0.41634187720665783
ENST00000244869.2,ENST00000252229.6,3.3206,1.2636,0.12824734373504357
ENST00000244869.2,ENST00000569591.2,3.3206,6.4978,0.6602549406208447
ENST00000244869.2,ENST00000382862.7,3.3206,3.1228,0.48097115869595125
ENST00000244869.2,ENST00000296474.7,3.3206,1.6604,0.41349901416846263
ENST00000244869.2,ENST00000478191.1,3.3206,-3.458,0.7612912100508965
ENST00000244869.2,ENST00000306151.8,3.3206,-9.9658,0.7612912100508965
ENST00000244869.2,ENST00000316851.11,3.3206,6.139,0.14336594513657705
ENST00000244869.2,ENST00000263388.6,3.3206,6.1645,0.6758586320029902
ENST00000244869.2,ENST00000328963.9,3.3206,4.4647,0.47328255003373065
ENST00000244869.2,ENST00000261799.8,3.3206,7.4625,0.7271539272777294
ENST00000244869.2,ENST00000221264.8,3.3206,1.4065,0.3732633316520703
ENST00000244869.2,ENST00000379440.8,3.3206,6.4281,0.5033687989386333
ENST00000244869.2,ENST00000447510.6,3.3206,2.7029,-0.278371314594892
ENST00000244869.2,ENST00000292513.3,3.3206,4.7819,0.39573351110370397
ENST00000244869.2,ENST00000245457.5,3.3206,3.3321,0.6171305424366088
ENST00000244869.2,ENST00000348564.10,3.3206,6.5905,0.7166995277179147
ENST00000244869.2,ENST00000460933.5,3.3206,4.783,0.7271539272777294
ENST00000244869.2,ENST00000368055.1,3.3206,-1.685,0.7612912100508965
ENST00000244869.2,ENST00000359331.8,3.3206,1.8078,0.38028212017586716
ENST00000244869.2,ENST00000400906.1,3.3206,-3.816,0.7612912100508965
ENST00000244869.2,ENST00000269187.9,3.3206,4.839,0.5872476378220379
ENST00000244869.2,ENST00000280612.9,3.3206,3.3675,0.428332339859691
ENST00000244869.2,ENST00000336904.7,3.3206,5.8748,0.11804452079307137
ENST00000244869.2,ENST00000256637.7,3.3206,5.9821,0.617715740728525
ENST00000244869.2,ENST00000287908.7,3.3206,3.0602,0.5297354303269293
ENST00000244869.2,ENST00000360110.8,3.3206,5.5717,0.6677976981979916
ENST00000244869.2,ENST00000284240.9,3.3206,8.0469,0.5229000326580255
ENST00000244869.2,ENST00000383671.7,3.3206,2.0147,0.37263389329760555
ENST00000244869.2,ENST00000272771.9,3.3206,4.5748,-0.20936310697418498
ENST00000244869.2,ENST00000276431.8,3.3206,5.2064,0.7217647155513913
ENST00000244869.2,ENST00000326577.8,3.3206,7.2524,0.6824727744359221
ENST00000244869.2,ENST00000328596.10,3.3206,-0.7108,-0.4341028459753268
ENST00000244869.2,ENST00000379236.3,3.3206,4.1036,0.5330597459764318
ENST00000244869.2,ENST00000372276.7,3.3206,3.4765,0.5297354303269293
ENST00000244869.2,ENST00000293825.10,3.3206,5.8543,0.7166995277179147
ENST00000244869.2,ENST00000367351.3,3.3206,3.0038,0.5625743086068752
ENST00000244869.2,ENST00000302273.2,3.3206,-9.9658,0.7612912100508965
ENST00000244869.2,ENST00000328189.7,3.3206,2.1862,-0.278371314594892
ENST00000334047.11,ENST00000369168.4,6.9765,3.0199,0.5239164100154862
ENST00000334047.11,ENST00000336553.10,6.9765,-1.6394,-0.9195647296387706
ENST00000334047.11,ENST00000292408.8,6.9765,6.7757,0.775549129391497
ENST00000334047.11,ENST00000282397.8,6.9765,4.812,0.7199223586894681
ENST00000334047.11,ENST00000241453.11,6.9765,3.4464,0.34623761767058386
ENST00000334047.11,ENST00000229030.4,6.9765,0.679,0.34004407051282054
ENST00000334047.11,ENST00000286201.2,6.9765,5.579,0.57544665724974
ENST00000334047.11,ENST00000355422.10,6.9765,-1.9379,-4.357769282662469
ENST00000334047.11,ENST00000382487.4,6.9765,-3.1714,0.8584876638159109
ENST00000334047.11,ENST00000228887.5,6.9765,-1.2828,-2.0259001895135818
ENST00000334047.11,ENST00000339252.7,6.9765,-0.5543,-395.92857142857144
ENST00000334047.11,ENST00000376802.2,6.9765,2.0844,0.28267650329545146
ENST00000334047.11,ENST00000374982.5,6.9765,3.9108,0.628043881081613
ENST00000334047.11,ENST00000360004.5,6.9765,10.1602,0.8085086950168054
ENST00000334047.11,ENST00000268035.10,6.9765,3.0688,0.7487468843298912
ENST00000334047.11,ENST00000256876.10,6.9765,0.2998,0.1520900974025974
ENST00000334047.11,ENST00000303115.7,6.9765,6.8912,0.749094246654751
ENST00000334047.11,ENST00000369304.7,6.9765,3.0305,0.7482328996947111
ENST00000334047.11,ENST00000262407.5,6.9765,4.3017,0.6954900633729159
ENST00000334047.11,ENST00000263087.8,6.9765,2.5288,0.6020092516389023
ENST00000334047.11,ENST00000302278.7,6.9765,8.4338,0.8414077401095182
ENST00000334047.11,ENST00000296181.8,6.9765,6.086,0.7488340614040485
ENST00000334047.11,ENST00000222573.4,6.9765,4.0935,0.6635082753953117
ENST00000334047.11,ENST00000263923.4,6.9765,5.6832,0.7584692056851043
ENST00000334047.11,ENST00000332556.4,6.9765,7.9342,0.8584876638159109
ENST00000334047.11,ENST00000347609.8,6.9765,-9.9658,0.8584876638159109
ENST00000334047.11,ENST00000264036.5,6.9765,7.9453,0.741324111888686
ENST00000334047.11,ENST00000421350.1,6.9765,3.1261,0.5766078788459695
ENST00000334047.11,ENST00000252229.6,6.9765,1.2636,0.24190676749306025
ENST00000334047.11,ENST00000569591.2,6.9765,6.4978,0.7919891712299267
ENST00000334047.11,ENST00000382862.7,6.9765,3.1228,0.7057773949424722
ENST00000334047.11,ENST00000296474.7,6.9765,1.6604,0.6914843231978781
ENST00000334047.11,ENST00000478191.1,6.9765,-3.458,0.8584876638159109
ENST00000334047.11,ENST00000306151.8,6.9765,-9.9658,0.8584876638159109
ENST00000334047.11,ENST00000316851.11,6.9765,6.139,0.7408742676881478
ENST00000334047.11,ENST00000263388.6,6.9765,6.1645,0.7365892825006576
ENST00000334047.11,ENST00000328963.9,6.9765,4.4647,0.5232018704239217
ENST00000334047.11,ENST00000261799.8,6.9765,7.4625,0.7738295742300217
ENST00000334047.11,ENST00000221264.8,6.9765,1.4065,0.4986525564511167
ENST00000334047.11,ENST00000379440.8,6.9765,6.4281,0.6839721897495847
ENST00000334047.11,ENST00000447510.6,6.9765,2.7029,0.3910785701101335
ENST00000334047.11,ENST00000292513.3,6.9765,4.7819,0.5509259828954655
ENST00000334047.11,ENST00000245457.5,6.9765,3.3321,0.759847412785332
ENST00000334047.11,ENST00000348564.10,6.9765,6.5905,0.7745154740663263
ENST00000334047.11,ENST00000460933.5,6.9765,4.783,0.7983633790684797
ENST00000334047.11,ENST00000368055.1,6.9765,-1.685,0.8584876638159109
ENST00000334047.11,ENST00000359331.8,6.9765,1.8078,0.4986525564511167
ENST00000334047.11,ENST00000400906.1,6.9765,-3.816,0.8584876638159109
ENST00000334047.11,ENST00000269187.9,6.9765,4.839,0.6698209561311758
ENST00000334047.11,ENST00000280612.9,6.9765,3.3675,0.7097617080197424
ENST00000334047.11,ENST00000336904.7,6.9765,5.8748,0.6587645837806886
ENST00000334047.11,ENST00000256637.7,6.9765,5.9821,0.7297650302782432
ENST00000334047.11,ENST00000287908.7,6.9765,3.0602,0.6655473008717253
ENST00000334047.11,ENST00000360110.8,6.9765,5.5717,0.7712545376238233
ENST00000334047.11,ENST00000284240.9,6.9765,8.0469,0.7476660773206906
ENST00000334047.11,ENST00000383671.7,6.9765,2.0147,0.5346456422412312
ENST00000334047.11,ENST00000272771.9,6.9765,4.5748,0.6650037189557899
ENST00000334047.11,ENST00000276431.8,6.9765,5.2064,0.773821851833588
ENST00000334047.11,ENST00000326577.8,6.9765,7.2524,0.7605365163354458
ENST00000334047.11,ENST00000328596.10,6.9765,-0.7108,-0.4341028459753268
ENST00000334047.11,ENST00000379236.3,6.9765,4.1036,0.6458746077647204
ENST00000334047.11,ENST00000372276.7,6.9765,3.4765,0.6312348142148826
ENST00000334047.11,ENST00000293825.10,6.9765,5.8543,0.792321417584446
ENST00000334047.11,ENST00000367351.3,6.9765,3.0038,0.6893254070819332
ENST00000334047.11,ENST00000302273.2,6.9765,-9.9658,0.8584876638159109
ENST00000334047.11,ENST00000328189.7,6.9765,2.1862,0.39264135851842735
ENST00000369168.4,ENST00000336553.10,3.0199,-1.6394,-0.9195647296387706
ENST00000369168.4,ENST00000292408.8,3.0199,6.7757,0.5239164100154862
ENST00000369168.4,ENST00000282397.8,3.0199,4.812,0.5124323571888431
ENST00000369168.4,ENST00000241453.11,3.0199,3.4464,0.20700875224026033
ENST00000369168.4,ENST00000229030.4,3.0199,0.679,0.19010416666666666
ENST00000369168.4,ENST00000286201.2,3.0199,5.579,0.4144003062414088
ENST00000369168.4,ENST00000355422.10,3.0199,-1.9379,-4.357769282662469
ENST00000369168.4,ENST00000382487.4,3.0199,-3.1714,0.5254650171390789
ENST00000369168.4,ENST00000228887.5,3.0199,-1.2828,-2.0259001895135818
ENST00000369168.4,ENST00000339252.7,3.0199,-0.5543,-395.92857142857144
ENST00000369168.4,ENST00000376802.2,3.0199,2.0844,0.09691068377227481
ENST00000369168.4,ENST00000374982.5,3.0199,3.9108,0.4616763237110892
ENST00000369168.4,ENST00000360004.5,3.0199,10.1602,0.5254650171390789
ENST00000369168.4,ENST00000268035.10,3.0199,3.0688,0.4955890797097667
ENST00000369168.4,ENST00000256876.10,3.0199,0.2998,-0.014052353896103894
ENST00000369168.4,ENST00000303115.7,3.0199,6.8912,0.5254650171390789
ENST00000369168.4,ENST00000369304.7,3.0199,3.0305,0.4035600563762594
ENST00000369168.4,ENST00000262407.5,3.0199,4.3017,0.4683753545266309
ENST00000369168.4,ENST00000263087.8,3.0199,2.5288,0.3809573524038211
ENST00000369168.4,ENST00000302278.7,3.0199,8.4338,0.5254650171390789
ENST00000369168.4,ENST00000296181.8,3.0199,6.086,0.5254650171390789
ENST00000369168.4,ENST00000222573.4,3.0199,4.0935,0.43430599780758994
ENST00000369168.4,ENST00000263923.4,3.0199,5.6832,0.5124323571888431
ENST00000369168.4,ENST00000332556.4,3.0199,7.9342,0.5254650171390789
ENST00000369168.4,ENST00000347609.8,3.0199,-9.9658,0.5254650171390789
ENST00000369168.4,ENST00000264036.5,3.0199,7.9453,0.5254650171390789
ENST00000369168.4,ENST00000421350.1,3.0199,3.1261,0.3223190826677803
ENST00000369168.4,ENST00000252229.6,3.0199,1.2636,0.1212214032736671
ENST00000369168.4,ENST00000569591.2,3.0199,6.4978,0.5254650171390789
ENST00000369168.4,ENST00000382862.7,3.0199,3.1228,0.44175323206486755
ENST00000369168.4,ENST00000296474.7,3.0199,1.6604,0.44260583598684555
ENST00000369168.4,ENST00000478191.1,3.0199,-3.458,0.5254650171390789
ENST00000369168.4,ENST00000306151.8,3.0199,-9.9658,0.5254650171390789
ENST00000369168.4,ENST00000316851.11,3.0199,6.139,0.45643889961893835
ENST00000369168.4,ENST00000263388.6,3.0199,6.1645,0.5254650171390789
ENST00000369168.4,ENST00000328963.9,3.0199,4.4647,0.401037044770406
ENST00000369168.4,ENST00000261799.8,3.0199,7.4625,0.5254650171390789
ENST00000369168.4,ENST00000221264.8,3.0199,1.4065,0.27999427999427995
ENST00000369168.4,ENST00000379440.8,3.0199,6.4281,0.4683753545266309
ENST00000369168.4,ENST00000447510.6,3.0199,2.7029,0.17412260096396445
ENST00000369168.4,ENST00000292513.3,3.0199,4.7819,0.3770597344747786
ENST00000369168.4,ENST00000245457.5,3.0199,3.3321,0.5239164100154862
ENST00000369168.4,ENST00000348564.10,3.0199,6.5905,0.5254650171390789
ENST00000369168.4,ENST00000460933.5,3.0199,4.783,0.5254650171390789
ENST00000369168.4,ENST00000368055.1,3.0199,-1.685,0.5254650171390789
